"condition","id","description","scene","url"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-522","A room with a computer desk and an open window","mturk-dev-maxent-rb3.s522-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s522/mturk-dev-maxent-rb3-s522-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-522","A room with a computer desk and an open window","mturk-dev-maxent-rb7.s522-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s522/mturk-dev-maxent-rb7-s522-00000-2.jpg"
"human","human-522","A room with a computer desk and an open window","desc2scene-1026","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1026/desc2scene-1026-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-16","A round table is in the center of the room with four chairs around the table.   There is a double window facing west.  A door is on the east side of the room.","mturk-dev-random2.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s16/mturk-dev-random2-s16-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-16","A round table is in the center of the room with four chairs around the table.   There is a double window facing west.  A door is on the east side of the room.","mturk-dev-maxent-rb3.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s16/mturk-dev-maxent-rb3-s16-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-16","A round table is in the center of the room with four chairs around the table.   There is a double window facing west.  A door is on the east side of the room.","mturk-dev-maxent-rb7.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s16/mturk-dev-maxent-rb7-s16-00000-2.jpg"
"human","human-16","A round table is in the center of the room with four chairs around the table.   There is a double window facing west.  A door is on the east side of the room.","desc2scene-2301","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2301/desc2scene-2301-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-276","There is a dining table and two chairs.","mturk-dev-random2.s276-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s276/mturk-dev-random2-s276-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-276","There is a dining table and two chairs.","mturk-dev-maxent-rb3.s276-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s276/mturk-dev-maxent-rb3-s276-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-276","There is a dining table and two chairs.","mturk-dev-maxent-rb7.s276-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s276/mturk-dev-maxent-rb7-s276-00000-2.jpg"
"human","human-276","There is a dining table and two chairs.","desc2scene-2538","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2538/desc2scene-2538-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-21","There are 2 chairs and a table placed near a bay window on the right wall. There are 2 inset shelves in the center wall.","mturk-dev-random2.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s21/mturk-dev-random2-s21-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-21","There are 2 chairs and a table placed near a bay window on the right wall. There are 2 inset shelves in the center wall.","mturk-dev-maxent-rb3.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s21/mturk-dev-maxent-rb3-s21-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-21","There are 2 chairs and a table placed near a bay window on the right wall. There are 2 inset shelves in the center wall.","mturk-dev-maxent-rb7.s21-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s21/mturk-dev-maxent-rb7-s21-00000-2.jpg"
"human","human-21","There are 2 chairs and a table placed near a bay window on the right wall. There are 2 inset shelves in the center wall.","desc2scene-4201","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4201/desc2scene-4201-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-25","There is a desk. There is a chair on the left side of the desk.","mturk-dev-random2.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s25/mturk-dev-random2-s25-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-25","There is a desk. There is a chair on the left side of the desk.","mturk-dev-maxent-rb3.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s25/mturk-dev-maxent-rb3-s25-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-25","There is a desk. There is a chair on the left side of the desk.","mturk-dev-maxent-rb7.s25-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s25/mturk-dev-maxent-rb7-s25-00000-2.jpg"
"human","human-25","There is a desk. There is a chair on the left side of the desk.","desc2scene-1942","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1942/desc2scene-1942-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-539","There is a bed against the wall with the decal and a laptop on the bed.","mturk-dev-random2.s539-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s539/mturk-dev-random2-s539-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-539","There is a bed against the wall with the decal and a laptop on the bed.","mturk-dev-maxent-rb3.s539-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s539/mturk-dev-maxent-rb3-s539-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-539","There is a bed against the wall with the decal and a laptop on the bed.","mturk-dev-maxent-rb7.s539-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s539/mturk-dev-maxent-rb7-s539-00000-2.jpg"
"human","human-539","There is a bed against the wall with the decal and a laptop on the bed.","desc2scene-981","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-981/desc2scene-981-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-29","there is a white round table and chair in the center of the room","mturk-dev-random2.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s29/mturk-dev-random2-s29-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-29","there is a white round table and chair in the center of the room","mturk-dev-maxent-rb3.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s29/mturk-dev-maxent-rb3-s29-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-29","there is a white round table and chair in the center of the room","mturk-dev-maxent-rb7.s29-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s29/mturk-dev-maxent-rb7-s29-00000-2.jpg"
"human","human-29","there is a white round table and chair in the center of the room","desc2scene-1906","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1906/desc2scene-1906-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-547","There is a desk up against the wall","mturk-dev-random2.s547-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s547/mturk-dev-random2-s547-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-547","There is a desk up against the wall","mturk-dev-maxent-rb3.s547-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s547/mturk-dev-maxent-rb3-s547-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-547","There is a desk up against the wall","mturk-dev-maxent-rb7.s547-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s547/mturk-dev-maxent-rb7-s547-00000-2.jpg"
"human","human-547","There is a desk up against the wall","desc2scene-1026","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1026/desc2scene-1026-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-7","There is a red couch, an oval glass coffee table, and a vase on one side of the room. One of the adjacent walls has a wooden wave-like application.","mturk-dev-random2.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s7/mturk-dev-random2-s7-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-7","There is a red couch, an oval glass coffee table, and a vase on one side of the room. One of the adjacent walls has a wooden wave-like application.","mturk-dev-maxent-rb3.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s7/mturk-dev-maxent-rb3-s7-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-7","There is a red couch, an oval glass coffee table, and a vase on one side of the room. One of the adjacent walls has a wooden wave-like application.","mturk-dev-maxent-rb7.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s7/mturk-dev-maxent-rb7-s7-00000-2.jpg"
"human","human-7","There is a red couch, an oval glass coffee table, and a vase on one side of the room. One of the adjacent walls has a wooden wave-like application.","desc2scene-851","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-851/desc2scene-851-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-161","There is a bed on the left of the room with pillows and blankets on it. There is also a night stand, and lamp next to the bed, and the window of the room is open.","mturk-dev-random2.s161-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s161/mturk-dev-random2-s161-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-161","There is a bed on the left of the room with pillows and blankets on it. There is also a night stand, and lamp next to the bed, and the window of the room is open.","mturk-dev-maxent-rb3.s161-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s161/mturk-dev-maxent-rb3-s161-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-161","There is a bed on the left of the room with pillows and blankets on it. There is also a night stand, and lamp next to the bed, and the window of the room is open.","mturk-dev-maxent-rb7.s161-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s161/mturk-dev-maxent-rb7-s161-00000-2.jpg"
"human","human-161","There is a bed on the left of the room with pillows and blankets on it. There is also a night stand, and lamp next to the bed, and the window of the room is open.","desc2scene-2297","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2297/desc2scene-2297-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-551","There is a table with 2 chairs near the center of the room.","mturk-dev-random2.s551-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s551/mturk-dev-random2-s551-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-551","There is a table with 2 chairs near the center of the room.","mturk-dev-maxent-rb3.s551-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s551/mturk-dev-maxent-rb3-s551-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-551","There is a table with 2 chairs near the center of the room.","mturk-dev-maxent-rb7.s551-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s551/mturk-dev-maxent-rb7-s551-00000-2.jpg"
"human","human-551","There is a table with 2 chairs near the center of the room.","desc2scene-905","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-905/desc2scene-905-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-297","Glass coffee table on the west side of the room, with a blue desk chair on the east and west sides.","mturk-dev-random2.s297-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s297/mturk-dev-random2-s297-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-297","Glass coffee table on the west side of the room, with a blue desk chair on the east and west sides.","mturk-dev-maxent-rb3.s297-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s297/mturk-dev-maxent-rb3-s297-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-297","Glass coffee table on the west side of the room, with a blue desk chair on the east and west sides.","mturk-dev-maxent-rb7.s297-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s297/mturk-dev-maxent-rb7-s297-00000-2.jpg"
"human","human-297","Glass coffee table on the west side of the room, with a blue desk chair on the east and west sides.","desc2scene-2701","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2701/desc2scene-2701-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-555","There is a desk, desk chair, and floor lamp all groped together in the corner of the room.  There are 3 large windows on the wall across from the desk.","mturk-dev-random2.s555-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s555/mturk-dev-random2-s555-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-555","There is a desk, desk chair, and floor lamp all groped together in the corner of the room.  There are 3 large windows on the wall across from the desk.","mturk-dev-maxent-rb3.s555-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s555/mturk-dev-maxent-rb3-s555-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-555","There is a desk, desk chair, and floor lamp all groped together in the corner of the room.  There are 3 large windows on the wall across from the desk.","mturk-dev-maxent-rb7.s555-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s555/mturk-dev-maxent-rb7-s555-00000-2.jpg"
"human","human-555","There is a desk, desk chair, and floor lamp all groped together in the corner of the room.  There are 3 large windows on the wall across from the desk.","desc2scene-880","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-880/desc2scene-880-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-300","There\'s a coffee table with a red vase on it on the right wall (if you\'re facing the windows)","mturk-dev-random2.s300-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s300/mturk-dev-random2-s300-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-300","There\'s a coffee table with a red vase on it on the right wall (if you\'re facing the windows)","mturk-dev-maxent-rb3.s300-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s300/mturk-dev-maxent-rb3-s300-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-300","There\'s a coffee table with a red vase on it on the right wall (if you\'re facing the windows)","mturk-dev-maxent-rb7.s300-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s300/mturk-dev-maxent-rb7-s300-00000-2.jpg"
"human","human-300","There\'s a coffee table with a red vase on it on the right wall (if you\'re facing the windows)","desc2scene-2695","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2695/desc2scene-2695-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-45","There is a white desk along one wall of the room.  There is an open window on another wall with a brown frame.","mturk-dev-random2.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s45/mturk-dev-random2-s45-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-45","There is a white desk along one wall of the room.  There is an open window on another wall with a brown frame.","mturk-dev-maxent-rb3.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s45/mturk-dev-maxent-rb3-s45-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-45","There is a white desk along one wall of the room.  There is an open window on another wall with a brown frame.","mturk-dev-maxent-rb7.s45-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s45/mturk-dev-maxent-rb7-s45-00000-2.jpg"
"human","human-45","There is a white desk along one wall of the room.  There is an open window on another wall with a brown frame.","desc2scene-1026","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-1026/desc2scene-1026-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","mturk-dev-random2.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s46/mturk-dev-random2-s46-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","mturk-dev-maxent-rb3.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s46/mturk-dev-maxent-rb3-s46-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","mturk-dev-maxent-rb7.s46-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s46/mturk-dev-maxent-rb7-s46-00000-2.jpg"
"human","human-46","There is a circular yellow table towards the back of the room. On the table is a white plate and on the plate is a sandwich being held together by a cocktail stick.","desc2scene-2291","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2291/desc2scene-2291-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-559","a blue and beige sectional and with a red garbage can","mturk-dev-random2.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s559/mturk-dev-random2-s559-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-559","a blue and beige sectional and with a red garbage can","mturk-dev-maxent-rb3.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s559/mturk-dev-maxent-rb3-s559-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-559","a blue and beige sectional and with a red garbage can","mturk-dev-maxent-rb7.s559-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s559/mturk-dev-maxent-rb7-s559-00000-2.jpg"
"human","human-559","a blue and beige sectional and with a red garbage can","desc2scene-190","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-190/desc2scene-190-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-random2.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s50/mturk-dev-random2-s50-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-maxent-rb3.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s50/mturk-dev-maxent-rb3-s50-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-50","There is a couch and in front of the couch there is a coffee table with a glass top.","mturk-dev-maxent-rb7.s50-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s50/mturk-dev-maxent-rb7-s50-00000-2.jpg"
"human","human-50","There is a couch and in front of the couch there is a coffee table with a glass top.","desc2scene-2619","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2619/desc2scene-2619-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-random2.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s52/mturk-dev-random2-s52-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-maxent-rb3.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s52/mturk-dev-maxent-rb3-s52-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","mturk-dev-maxent-rb7.s52-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s52/mturk-dev-maxent-rb7-s52-00000-2.jpg"
"human","human-52","A sturdy brown wood table is in the middle of the room. A chair with grey cushion and wood frame body is on the left of the table with the back facing the window.","desc2scene-2622","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2622/desc2scene-2622-2.jpg"
"full-layout/mturk-dev-random","full-layout/mturk-dev-random-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-random2.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-random/s565/mturk-dev-random2-s565-00000-2.jpg"
"full-layout/mturk-dev-combo-predefined","full-layout/mturk-dev-combo-predefined-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-maxent-rb3.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-predefined/s565/mturk-dev-maxent-rb3-s565-00000-2.jpg"
"full-layout/mturk-dev-combo-trained","full-layout/mturk-dev-combo-trained-565","There is a small rounded glass like accent table to the right side of the doors. There is a small brown bowl on the accent table. There is a small rounded brown bowl filled with smaller round red objects on top of the accent table.","mturk-dev-maxent-rb7.s565-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/mturk-dev-combo-trained/s565/mturk-dev-maxent-rb7-s565-00000-2.jpg"
