"condition","id","description","scene","url"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-maxent-rb1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s8/seedsents-maxent-rb1-s8-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-random1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s8/seedsents-random1-s8-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-random-rb1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s8/seedsents-random-rb1-s8-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased5.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s8/seedsents-rulebased5-s8-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-sempre1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s8/seedsents-sempre1-s8-00000-2.jpg"
"human","human-8","There is a desk and a monitor and a keyboard and a mouse.","desc2scene-4120","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4120/desc2scene-4120-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-maxent1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s9/seedsents-maxent1-s9-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-maxent-rb1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s9/seedsents-maxent-rb1-s9-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-random1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s9/seedsents-random1-s9-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-random-rb1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s9/seedsents-random-rb1-s9-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased5.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s9/seedsents-rulebased5-s9-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-sempre1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s9/seedsents-sempre1-s9-00000-2.jpg"
"human","human-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","desc2scene-4207","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4207/desc2scene-4207-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-maxent1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s10/seedsents-maxent1-s10-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-maxent-rb1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s10/seedsents-maxent-rb1-s10-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-random1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s10/seedsents-random1-s10-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-random-rb1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s10/seedsents-random-rb1-s10-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased5.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s10/seedsents-rulebased5-s10-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-sempre1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s10/seedsents-sempre1-s10-00000-2.jpg"
"human","human-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","desc2scene-4197","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4197/desc2scene-4197-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-maxent1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s11/seedsents-maxent1-s11-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-maxent-rb1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s11/seedsents-maxent-rb1-s11-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-random1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s11/seedsents-random1-s11-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-random-rb1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s11/seedsents-random-rb1-s11-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased5.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s11/seedsents-rulebased5-s11-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-sempre1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s11/seedsents-sempre1-s11-00000-2.jpg"
"human","human-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","desc2scene-4162","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4162/desc2scene-4162-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-maxent1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s12/seedsents-maxent1-s12-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-maxent-rb1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s12/seedsents-maxent-rb1-s12-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-random1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s12/seedsents-random1-s12-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-random-rb1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s12/seedsents-random-rb1-s12-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased5.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s12/seedsents-rulebased5-s12-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-sempre1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s12/seedsents-sempre1-s12-00000-2.jpg"
"human","human-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","desc2scene-4184","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4184/desc2scene-4184-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-13","There is a table and a chair.","seedsents-maxent1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s13/seedsents-maxent1-s13-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-13","There is a table and a chair.","seedsents-maxent-rb1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s13/seedsents-maxent-rb1-s13-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-13","There is a table and a chair.","seedsents-random1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s13/seedsents-random1-s13-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-13","There is a table and a chair.","seedsents-random-rb1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s13/seedsents-random-rb1-s13-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-13","There is a table and a chair.","seedsents-rulebased5.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s13/seedsents-rulebased5-s13-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-13","There is a table and a chair.","seedsents-sempre1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s13/seedsents-sempre1-s13-00000-2.jpg"
"human","human-13","There is a table and a chair.","desc2scene-4200","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4200/desc2scene-4200-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-14","There is a table and there is a plate on the table.","seedsents-maxent1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s14/seedsents-maxent1-s14-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-14","There is a table and there is a plate on the table.","seedsents-maxent-rb1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s14/seedsents-maxent-rb1-s14-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-14","There is a table and there is a plate on the table.","seedsents-random1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s14/seedsents-random1-s14-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-14","There is a table and there is a plate on the table.","seedsents-random-rb1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s14/seedsents-random-rb1-s14-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-14","There is a table and there is a plate on the table.","seedsents-rulebased5.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s14/seedsents-rulebased5-s14-00000-2.jpg"
"full-layout/seedsents-sempre","full-layout/seedsents-sempre-14","There is a table and there is a plate on the table.","seedsents-sempre1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-sempre/s14/seedsents-sempre1-s14-00000-2.jpg"
"human","human-14","There is a table and there is a plate on the table.","desc2scene-4183","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4183/desc2scene-4183-2.jpg"
"full-layout/seedsents-maxent","full-layout/seedsents-maxent-15","There is a table and there are two plates on the table.","seedsents-maxent1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent/s15/seedsents-maxent1-s15-00000-2.jpg"
"full-layout/seedsents-maxent-rb","full-layout/seedsents-maxent-rb-15","There is a table and there are two plates on the table.","seedsents-maxent-rb1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-maxent-rb/s15/seedsents-maxent-rb1-s15-00000-2.jpg"
"full-layout/seedsents-random","full-layout/seedsents-random-15","There is a table and there are two plates on the table.","seedsents-random1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random/s15/seedsents-random1-s15-00000-2.jpg"
"full-layout/seedsents-random-rb","full-layout/seedsents-random-rb-15","There is a table and there are two plates on the table.","seedsents-random-rb1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-random-rb/s15/seedsents-random-rb1-s15-00000-2.jpg"
"full-layout/seedsents-rulebased","full-layout/seedsents-rulebased-15","There is a table and there are two plates on the table.","seedsents-rulebased5.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/full-layout/seedsents-rulebased/s15/seedsents-rulebased5-s15-00000-2.jpg"
