"condition","id","description","scene","url"
"human","human-3","There is a desk and a lamp.","desc2scene-4153","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4153/desc2scene-4153-2.jpg"
"basic","basic-4","There is a desk and a poster.","seedsents-rulebased-basic1.s4-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s4/seedsents-rulebased-basic1-s4-00000-2.jpg"
"full","full-4","There is a desk and a poster.","seedsents-rulebased-full1.s4-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s4/seedsents-rulebased-full1-s4-00000-2.jpg"
"nopriors","nopriors-4","There is a desk and a poster.","seedsents-rulebased-nopriors1.s4-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s4/seedsents-rulebased-nopriors1-s4-00000-2.jpg"
"nospatial","nospatial-4","There is a desk and a poster.","seedsents-rulebased-nospatial1.s4-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s4/seedsents-rulebased-nospatial1-s4-00000-2.jpg"
"relative","relative-4","There is a desk and a poster.","seedsents-rulebased-relative1.s4-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s4/seedsents-rulebased-relative1-s4-00000-2.jpg"
"support","support-4","There is a desk and a poster.","seedsents-rulebased-support1.s4-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s4/seedsents-rulebased-support1-s4-00000-2.jpg"
"human","human-4","There is a desk and a poster.","desc2scene-4187","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4187/desc2scene-4187-2.jpg"
"basic","basic-5","There is a desk and a notepad.","seedsents-rulebased-basic1.s5-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s5/seedsents-rulebased-basic1-s5-00000-2.jpg"
"full","full-5","There is a desk and a notepad.","seedsents-rulebased-full1.s5-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s5/seedsents-rulebased-full1-s5-00000-2.jpg"
"nopriors","nopriors-5","There is a desk and a notepad.","seedsents-rulebased-nopriors1.s5-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s5/seedsents-rulebased-nopriors1-s5-00000-2.jpg"
"nospatial","nospatial-5","There is a desk and a notepad.","seedsents-rulebased-nospatial1.s5-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s5/seedsents-rulebased-nospatial1-s5-00000-2.jpg"
"relative","relative-5","There is a desk and a notepad.","seedsents-rulebased-relative1.s5-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s5/seedsents-rulebased-relative1-s5-00000-2.jpg"
"support","support-5","There is a desk and a notepad.","seedsents-rulebased-support1.s5-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s5/seedsents-rulebased-support1-s5-00000-2.jpg"
"human","human-5","There is a desk and a notepad.","desc2scene-4148","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4148/desc2scene-4148-2.jpg"
"basic","basic-6","There is a desk and a keyboard and a monitor.","seedsents-rulebased-basic1.s6-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s6/seedsents-rulebased-basic1-s6-00000-2.jpg"
"full","full-6","There is a desk and a keyboard and a monitor.","seedsents-rulebased-full1.s6-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s6/seedsents-rulebased-full1-s6-00000-2.jpg"
"nopriors","nopriors-6","There is a desk and a keyboard and a monitor.","seedsents-rulebased-nopriors1.s6-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s6/seedsents-rulebased-nopriors1-s6-00000-2.jpg"
"nospatial","nospatial-6","There is a desk and a keyboard and a monitor.","seedsents-rulebased-nospatial1.s6-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s6/seedsents-rulebased-nospatial1-s6-00000-2.jpg"
"relative","relative-6","There is a desk and a keyboard and a monitor.","seedsents-rulebased-relative1.s6-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s6/seedsents-rulebased-relative1-s6-00000-2.jpg"
"support","support-6","There is a desk and a keyboard and a monitor.","seedsents-rulebased-support1.s6-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s6/seedsents-rulebased-support1-s6-00000-2.jpg"
"human","human-6","There is a desk and a keyboard and a monitor.","desc2scene-4133","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4133/desc2scene-4133-2.jpg"
"basic","basic-7","There is a desk and a monitor and a mouse.","seedsents-rulebased-basic1.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s7/seedsents-rulebased-basic1-s7-00000-2.jpg"
"full","full-7","There is a desk and a monitor and a mouse.","seedsents-rulebased-full1.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s7/seedsents-rulebased-full1-s7-00000-2.jpg"
"nopriors","nopriors-7","There is a desk and a monitor and a mouse.","seedsents-rulebased-nopriors1.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s7/seedsents-rulebased-nopriors1-s7-00000-2.jpg"
"nospatial","nospatial-7","There is a desk and a monitor and a mouse.","seedsents-rulebased-nospatial1.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s7/seedsents-rulebased-nospatial1-s7-00000-2.jpg"
"relative","relative-7","There is a desk and a monitor and a mouse.","seedsents-rulebased-relative1.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s7/seedsents-rulebased-relative1-s7-00000-2.jpg"
"support","support-7","There is a desk and a monitor and a mouse.","seedsents-rulebased-support1.s7-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s7/seedsents-rulebased-support1-s7-00000-2.jpg"
"human","human-7","There is a desk and a monitor and a mouse.","desc2scene-2609","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-2609/desc2scene-2609-2.jpg"
"basic","basic-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased-basic1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s8/seedsents-rulebased-basic1-s8-00000-2.jpg"
"full","full-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased-full1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s8/seedsents-rulebased-full1-s8-00000-2.jpg"
"nopriors","nopriors-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased-nopriors1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s8/seedsents-rulebased-nopriors1-s8-00000-2.jpg"
"nospatial","nospatial-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased-nospatial1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s8/seedsents-rulebased-nospatial1-s8-00000-2.jpg"
"relative","relative-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased-relative1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s8/seedsents-rulebased-relative1-s8-00000-2.jpg"
"support","support-8","There is a desk and a monitor and a keyboard and a mouse.","seedsents-rulebased-support1.s8-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s8/seedsents-rulebased-support1-s8-00000-2.jpg"
"human","human-8","There is a desk and a monitor and a keyboard and a mouse.","desc2scene-4120","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4120/desc2scene-4120-2.jpg"
"basic","basic-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased-basic1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s9/seedsents-rulebased-basic1-s9-00000-2.jpg"
"full","full-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased-full1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s9/seedsents-rulebased-full1-s9-00000-2.jpg"
"nopriors","nopriors-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased-nopriors1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s9/seedsents-rulebased-nopriors1-s9-00000-2.jpg"
"nospatial","nospatial-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased-nospatial1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s9/seedsents-rulebased-nospatial1-s9-00000-2.jpg"
"relative","relative-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased-relative1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s9/seedsents-rulebased-relative1-s9-00000-2.jpg"
"support","support-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","seedsents-rulebased-support1.s9-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s9/seedsents-rulebased-support1-s9-00000-2.jpg"
"human","human-9","There is a desk and there is a notepad on the desk. There is a pen next to the notepad.","desc2scene-4207","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4207/desc2scene-4207-2.jpg"
"basic","basic-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased-basic1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s10/seedsents-rulebased-basic1-s10-00000-2.jpg"
"full","full-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased-full1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s10/seedsents-rulebased-full1-s10-00000-2.jpg"
"nopriors","nopriors-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased-nopriors1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s10/seedsents-rulebased-nopriors1-s10-00000-2.jpg"
"nospatial","nospatial-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased-nospatial1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s10/seedsents-rulebased-nospatial1-s10-00000-2.jpg"
"relative","relative-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased-relative1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s10/seedsents-rulebased-relative1-s10-00000-2.jpg"
"support","support-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","seedsents-rulebased-support1.s10-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s10/seedsents-rulebased-support1-s10-00000-2.jpg"
"human","human-10","There is a desk and there is a notepad on the desk. There is a pen on the notepad.","desc2scene-4197","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4197/desc2scene-4197-2.jpg"
"basic","basic-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased-basic1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s11/seedsents-rulebased-basic1-s11-00000-2.jpg"
"full","full-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased-full1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s11/seedsents-rulebased-full1-s11-00000-2.jpg"
"nopriors","nopriors-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased-nopriors1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s11/seedsents-rulebased-nopriors1-s11-00000-2.jpg"
"nospatial","nospatial-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased-nospatial1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s11/seedsents-rulebased-nospatial1-s11-00000-2.jpg"
"relative","relative-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased-relative1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s11/seedsents-rulebased-relative1-s11-00000-2.jpg"
"support","support-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","seedsents-rulebased-support1.s11-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s11/seedsents-rulebased-support1-s11-00000-2.jpg"
"human","human-11","There is a desk and there is a stapler on the desk. There is a notepad to the left of the stapler.","desc2scene-4162","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4162/desc2scene-4162-2.jpg"
"basic","basic-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased-basic1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s12/seedsents-rulebased-basic1-s12-00000-2.jpg"
"full","full-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased-full1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s12/seedsents-rulebased-full1-s12-00000-2.jpg"
"nopriors","nopriors-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased-nopriors1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s12/seedsents-rulebased-nopriors1-s12-00000-2.jpg"
"nospatial","nospatial-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased-nospatial1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s12/seedsents-rulebased-nospatial1-s12-00000-2.jpg"
"relative","relative-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased-relative1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s12/seedsents-rulebased-relative1-s12-00000-2.jpg"
"support","support-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","seedsents-rulebased-support1.s12-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s12/seedsents-rulebased-support1-s12-00000-2.jpg"
"human","human-12","There is a desk and there is a stapler on the desk. There is a keyboard to the right of the stapler.","desc2scene-4184","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4184/desc2scene-4184-2.jpg"
"basic","basic-13","There is a table and a chair.","seedsents-rulebased-basic1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s13/seedsents-rulebased-basic1-s13-00000-2.jpg"
"full","full-13","There is a table and a chair.","seedsents-rulebased-full1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s13/seedsents-rulebased-full1-s13-00000-2.jpg"
"nopriors","nopriors-13","There is a table and a chair.","seedsents-rulebased-nopriors1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s13/seedsents-rulebased-nopriors1-s13-00000-2.jpg"
"nospatial","nospatial-13","There is a table and a chair.","seedsents-rulebased-nospatial1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s13/seedsents-rulebased-nospatial1-s13-00000-2.jpg"
"relative","relative-13","There is a table and a chair.","seedsents-rulebased-relative1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s13/seedsents-rulebased-relative1-s13-00000-2.jpg"
"support","support-13","There is a table and a chair.","seedsents-rulebased-support1.s13-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s13/seedsents-rulebased-support1-s13-00000-2.jpg"
"human","human-13","There is a table and a chair.","desc2scene-4200","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4200/desc2scene-4200-2.jpg"
"basic","basic-14","There is a table and there is a plate on the table.","seedsents-rulebased-basic1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s14/seedsents-rulebased-basic1-s14-00000-2.jpg"
"full","full-14","There is a table and there is a plate on the table.","seedsents-rulebased-full1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s14/seedsents-rulebased-full1-s14-00000-2.jpg"
"nopriors","nopriors-14","There is a table and there is a plate on the table.","seedsents-rulebased-nopriors1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s14/seedsents-rulebased-nopriors1-s14-00000-2.jpg"
"nospatial","nospatial-14","There is a table and there is a plate on the table.","seedsents-rulebased-nospatial1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s14/seedsents-rulebased-nospatial1-s14-00000-2.jpg"
"relative","relative-14","There is a table and there is a plate on the table.","seedsents-rulebased-relative1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s14/seedsents-rulebased-relative1-s14-00000-2.jpg"
"support","support-14","There is a table and there is a plate on the table.","seedsents-rulebased-support1.s14-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s14/seedsents-rulebased-support1-s14-00000-2.jpg"
"human","human-14","There is a table and there is a plate on the table.","desc2scene-4183","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4183/desc2scene-4183-2.jpg"
"basic","basic-15","There is a table and there are two plates on the table.","seedsents-rulebased-basic1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s15/seedsents-rulebased-basic1-s15-00000-2.jpg"
"full","full-15","There is a table and there are two plates on the table.","seedsents-rulebased-full1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s15/seedsents-rulebased-full1-s15-00000-2.jpg"
"nopriors","nopriors-15","There is a table and there are two plates on the table.","seedsents-rulebased-nopriors1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s15/seedsents-rulebased-nopriors1-s15-00000-2.jpg"
"nospatial","nospatial-15","There is a table and there are two plates on the table.","seedsents-rulebased-nospatial1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s15/seedsents-rulebased-nospatial1-s15-00000-2.jpg"
"relative","relative-15","There is a table and there are two plates on the table.","seedsents-rulebased-relative1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s15/seedsents-rulebased-relative1-s15-00000-2.jpg"
"support","support-15","There is a table and there are two plates on the table.","seedsents-rulebased-support1.s15-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s15/seedsents-rulebased-support1-s15-00000-2.jpg"
"human","human-15","There is a table and there are two plates on the table.","desc2scene-4185","https://dovahkiin.stanford.edu/text2scene/screenshots/scenes/mturk/desc2scene-4185/desc2scene-4185-2.jpg"
"basic","basic-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased-basic1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-basic/s16/seedsents-rulebased-basic1-s16-00000-2.jpg"
"full","full-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased-full1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-full/s16/seedsents-rulebased-full1-s16-00000-2.jpg"
"nopriors","nopriors-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased-nopriors1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nopriors/s16/seedsents-rulebased-nopriors1-s16-00000-2.jpg"
"nospatial","nospatial-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased-nospatial1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-nospatial/s16/seedsents-rulebased-nospatial1-s16-00000-2.jpg"
"relative","relative-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased-relative1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-relative/s16/seedsents-rulebased-relative1-s16-00000-2.jpg"
"support","support-16","There is a table and there is a plate. There is a sandwich on the plate.","seedsents-rulebased-support1.s16-00000","https://dovahkiin.stanford.edu/text2scene/eval/eval-layout/seedsents-rulebased-support/s16/seedsents-rulebased-support1-s16-00000-2.jpg"
